PLU;Nombre;Ventas_Total
"12537";"PLATO INTER. SALMON CON RISOTTO DE CHAMPIÑONES 350 GRS DISTRIBUIDOR";"6"
"12526";"ENSALADA CESAR POLLO 300 GRS DISTRIBUIDOR";"12"
"12562";"WRAP SALUDABLE PROTEICO 350 GRS APROX DISTRIBUIDOR";"27"
"12512";"PLATO CHILENO PASTEL DE CHOCLO 400 GRS APROX DISTRIBUIDOR";"12"
"12800";"GOHAN POLLO TERIYAKI 450 GRS APROX DISTRIBUIDOR";"5"
"54";"HALLULLA";"20873.317"
"90200";"PAN DE QUESO ,JAMON SERRANO ,OREGANO 230 GR APROX";"40"
"506";"PAN QUESO ENVASADO 350 GRS APROX";"92"
"16047";"PAN DE QUESO TEJA FOO  230 APROX";"50"
"65252";"MALLA MORRON ROJO 2";"18"
"6957";"ENSALADA JAMON SERRANO 350 GRS APROX";"78"
"30816";"CHEESCAKE FRAMBUESA NUEVO MARLEY ";"152"
"30384";"POKE SALMON SPICY 350 GRS APROX";"22"
"30827";"TARTA QUEEN FIZZ MARLEY ";"44"
"30815";"TARTA CITRON MARLEY  ";"70"
"30703";"PASTA LASAÑA VEGETARIANA MEDIANA 500 GRS";"25"
"30820";"BROWNIE MARQUIS MARLEY ";"53"
"6993";"ENSALADA DE POLLO 350 GRS APROX";"97"
"30710";"WRAP FALAFEL Y HUMMUS 350 GRS APROX";"10"
"30417";"ENSALADA CEVICHE DE COCHAYUYO 320 GRS APROX";"130"
"30818";"TARTA CHOCOBOM CARAMEL MARLEY ";"58"
"30396";"ENSALADA CEVICHE SALMON 320 GRS. APROX";"258"
"30823";"PROFITEROL CRAQUELINE CHOCOMARACUYA MARLEY";"58"
"30817";"CHEESECAKE CARAMELO SALADO MARLEY ";"93"
"30337";"POKE ATUN SPICY 350 GRS APROX";"46"
"30821";"TORTA CHOCO CAFE MARLEY ";"50"
"6959";"ENSALADA DEL MAR 350 GRS APROX";"72"
"30800";"NY COOKIE & CREAMS";"85"
"30819";"BROWNIE AVELLA EUROPEA MARLEY ";"60"
"30450";"WRAP SALUDABLE PROTEICO 350 GRS APROX";"317"
"30431";"PLATO CHILENO PASTEL DE CHOCLO VEGETARIANO 500 GRS APROX";"112"
"30342";"PASTA ÑOQUIS CON SALSA BOLOÑESA 360 GRS";"82"
"9979";"PASTA ÑOQUIS CON SALSA BOLOÑESA FAMILIAR 1100 GRS APROX";"6"
"30407";"PASTA SPAGHETTI ALFREDO CON POLLO 350 GRS APROX";"85"
"30406";"PASTA RAVIOLES CON SALSA BOLOÑESA 350 GRS APROX";"89"
"30427";"PLATO CHILENO PASTEL DE CHOCLO FAMILIAR 4 PORCIONES 1100 GRS APROX";"12"
"30403";"PASTA SPAGHETTI ALFREDO 350 GRS APROX";"42"
"30449";"PLATO CHILENO PASTEL DE CHOCLO 500 GRS APROX";"224"
"30702";"PASTA ÑOQUIS AL PESTO 350 GRS APROX";"49"
"30335";"PLATO CHILENO PASTEL DE PAPA MEDIANO 500 GRS APROX";"154"
"7898";"PLATO CHILENO PASTEL DE PAPA 2 PORCIONES 800 GRS APROX";"44"
"30705";"PLATO INTER. SALMON CON RISOTTO DE CHAMPIÑONES 350 GRS APROX";"45"
"30385";"PLATO INTER. RIÑONES AL JEREZ CON ARROZ 350 GRS APROX";"17"
"6954";"PLATO CHILENO CHUPE DE LOCO 300 GRS APROX";"5"
"800001973";"PACK X6 CERVEZA KUNSTMANN VALDIVIA 330 CC";"13"
"30464";"PLATO CHILENO QUESO DE PATA 320 GRS APROX";"24"
"30706";"PLATO INTER. BUTTER CHICKEN CON ARROZ 350 GRS. APROX";"68"
"30514";"PLATO CHILENO GUATITAS A LA JARDINERA CONA ARROZ 350 GRS APROX";"62"
"30504";"PLATO CHILENO CHUPE DE JAIBA 2 PORCIONES 800 GRS APROX";"36"
"30492";"PLATO CHILENO LENGUA NOGADA CON PURE 360 GRS APROX";"33"
"30362";"PLATO CHILENO CHUPE DE JAIBA 300 GRS APROX";"32"
"30708";"PLATO INTER. SALMON CON RISOTTO AL PESTO 350 GRS APROX";"49"
"800008161";"SIX PACK CERVEZA KUNSTMANN LAGER BLANC 330 CC";"17"
"1065";"PASTA LASAÑA FAMILIAR 4 PORCIONES 1100 GRS APROX";"3"
"30405";"PASTA FIDEOS CON CAMARON Y SALSA THAI 350 GRS APROX";"284"
"30440";"PASTA FIDEOS CON POLLO Y SALSA THAI 350 GRS APROX";"257"
"6955";"PIZZA VEGETARIANA INDIVIDUAL 380 GRS APROX";"25"
"30429";"PIZZA SALAME PEPPERONI INDIVIDUAL 380 GRS APROX";"42"
"6968";"PIZZA POLLO BARBECUE INDIVIDUAL 400 GRS APROX";"44"
"30369";"PIZZA HAWAIANA INDIVIDUAL 400 GRS APROX";"25"
"1010";"ENSALADA CESAR POLLO 300 GRS APROX";"198"
"7903";"PLATO CHILENO MERLUZA CANCATO CON QUINOA VERDE 360 GRS APROX";"28"
"363";"PAN MOLDE CON CERVEZA  450  APROX";"112"
"61212";"PAN HAMBURGUESA CON CERVEZA 580 GR APROX";"92"
"807";"PASTEL TORTA CALUGA ";"91"
"915";"BAGUETTE MASA MADRE";"41"
"16014";"PAN MOLDE INTEGRAL ";"311"
"16083";"PAN HOTELERO 700GR";"254"
"30954";"HOTELERO INTEGRAL";"214"
"6997";"SANDWICH BAGEL POLLO GRILLADO QUESO CREMA";"6"
"322";"SANDWICH BAGEL QUESO DE CABRA PESTO TOMATE 220 GRS ";"165"
"326";"SANDWICH BAGEL CHAMPIÑON QUESO CREMA PESTO 220 GRS";"191"
"60541";"GALLETON AVENA PASAS Y NUECES";"910"
"22156";"GALLETON AVENA / FRUTOS ROJOS";"361"
"9894";"CIABATTA RUSTICO  INTEGRAL KG";"687.548"
"550";"CIABATTA RUSTICO INTGRAL ENV 400 GR";"178"
"11800";"PACK 6 LECHE ENTERA COLUN 200ML";"37"
"800007785";"PACK 3 LECHE CAPPUCCINO COLUN 330ML";"1"
"800007932";"PACK X 6 LECHE CHOC ORIGINAL 200ML";"17"
"800007931";"PACK X 6 LECHE SEMI DESCREMADA ";"7"
"800007935";"PACK X 3 LECHE CON CHC LIGHT 330ML";"1"
"6945";"PIZZA CUATRO QUESOS 620 GRS APROX";"38"
"180";"PIZZA SALAME PEPPERONI 630 GRS APROX";"104"
"13490";"PIZZA CAMARON QUESO 660 GRS APROX";"101"
"254";"PIZZA POLLO BBQ 630 GRS APROX";"68"
"182";"PIZZA VEGETARIANA 630 GRS APROX";"58"
"80098";"PACK 6 LECHE CHOCOLATE ORIGEN COLUN 220ML";"56"
"80094";"PACK 6 LECHE FRUTILLA COLUN 220ML";"22"
"80022";"PACK 6 LECHE VAINILLA COLUN 220ML";"11"
"7077";"PACK 6 LECHE MANJAR COLUN 200ML";"1"
"80033";"PACK 6 LECHE CHOC COLUN S/LACTOSA 200ML ";"18"
"80065";"PACK X 6 LECHE COOKIES SOPROLE 220ML";"1"
"6944";"PIZZA HAWAIANA 615 GRS APROX";"41"
"6947";"PASTA LASAÑA DE SALMON Y ESPINACA 2 PORCIONES 800 GRS APROX";"37"
"9987";" LECHE CHOCO ZERO LACTO 200 ML";"46"
"30435";"POSTRE PANNA COTTA CON FRAMBUESA 190 GRS APROX";"52"
"30419";"POSTRE SEMOLA CON SALSA DE MARACUYA 190 GRS APROX";"38"
"30380";"POSTRE ARROZ CON LECHE 230 GRS APROX";"14"
"30381";"POSTRE PANNA COTTA CON COCO Y MANGO 190 GRS APROX";"31"
"6996";"PLATO CHILENO PASTEL DE CHOCLO 2 PORCIONES 800 GRS APROX";"68"
"30422";"HAMBURGUESA PAN DE CERVEZA 370 GRS APROX";"61"
"30412";"PASTA LASAÑA BOLOÑESA HALOPACK 400 GRS APROX";"67"
"30394";"SANDWICH PAN DE CERVEZA JAMON SERRANO 240 GRS APROX";"16"
"30438";"SANDWICH PAN DE CERVEZA SALMON AHUMADO EN FRIO 240 GRS APROX";"27"
"6974";"PLATO INTER. ALBONDIGAS ATOMATADAS CON POLENTA CREMOSA 350 GRS APROX";"21"
"22166";"PASTEL ZANAHORIA MARLEY";"77"
"30414";"PLATO CHILENO PASTEL DE CHOCLO HALOPACK 400 GRS APROX";"47"
"30395";"PLATO CHILENO CARNE MECHADA CON PAST. DE CHOCLO 360 GRS APROX";"97"
"30704";"PLATO INTER. AJI DE GALLINA CON ARROZ 360 GRS APROX";"69"
"30372";"PLATO INTER. POLLO CON SALSA DE CHAMPIÑONES Y PURE 350 GRS APROX";"82"
"30186";"TORTA PINA 19 CM";"17"
"917";"PAN HAMBURGUESA FABR PROPIA";"368.9779999999999"
"22021";"POSTRE PIE FRAMBUESA 145 GR APRO";"59"
"30371";"PLATO INTER. POLLO CON SALSA CUATRO QUESOS Y PAPAS ASADAS 350 GRS APROX";"54"
"7902";"PASTA LASAÑA VEGETARIANA 2 PORCIONES 800 GRS APROX";"30"
"94156";"POSTRE PIE MARACUYA 145 APROX ";"60"
"90123";"POSTRE PAI LIMON 145 GR APROX";"67"
"22136";"KUCHEN DE ARANDANO";"75"
"22115";"PASTEL FIESTA VALDIVIANA IND.";"104"
"22085";"KUCHEN DE FRAMBUESA";"358"
"22180";"PASTEL DE NARANJA  MARLEY";"60"
"22050";"PIE DE LIMON ENTERO pst";"168"
"6946";"PASTA LASAÑA BOLOÑESA 2 PORCIONES 800 GRS APROX";"74"
"22041";"MENDOCINOS pst";"336"
"2123";"MEDOCINOS COFFE MARLEY";"46"
"30434";"GOHAN SALMON 450 GRS APROX";"534"
"30488";"GOHAN CAMARON 450 GRS APROX";"555"
"30486";"GOHAN ACEVICHADO 450 GRS APROX";"596"
"30480";"GOHAN CHAMPIÑON 450 GRS APROX";"172"
"30428";"GOHAN POLLO TERIYAKI 450 GRS APROX";"1534"
"6220";"PASTEL CALUGA MARLEY";"50"
"928";"PAN ITALIANO KG";"3569.079999999998"
"22264";"PASTEL CHOCOLATE MARLEY";"56"
"104";"PAN TOSCANO";"635.69"
"22258";"PASTEL FLOR DE LOTO IND.";"158"
"30300";"TORTA FLOR DE LOTO 19 CM";"11"
"94159";"TORTA WHISKY ";"4"
"71240";"TORTA CELESTIAL VASO";"44"
"22102";"TORTA  ONCOL  19 CM";"48"
"60598";"VASO SELVA NEGRA";"23"
"71239";"TORTA BAILEYS OTOÑAL VASO";"17"
"6949";"TORTA TIRAMISU VASO";"76"
"22072";"TORTA FIESTA VALDIVIANA 19 CM";"28"
"22006";"BRAZO DE REINA";"113"
"785";"BROWNIE FRAMBUESA  MARLEY";"38"
"22175";"TORTA CALUGA M MARLEY";"8"
"408";"PAN CIABATTA RUSTICO GRANEL";"2252.073999999999"
"411";"PIE FRAMBUESA MARLEY";"58"
"30187";"TORTA ZANAHORIA MARLEY";"10"
"806";"BR0WNIE MANJAR MARLEY";"38"
"412";"PIE LIMON MARLEY";"46"
"75000";"CHEESECAKE INDIVIDUAL COFFE MARLEY";"107"
"90049";"GALLETON AVENA PASAS NUECES CAFE MARLEY";"170"
"9654";"TORTA CELESTIAL M ";"47"
"30445";"CHEESECAKE FRAMBUESA";"29"
"22153";"TORTA BELZEBOO";"4"
"30447";"CHEESECAKE MARACUYA";"20"
"60594";"TORTA CALUGA M";"56"
"60610";"KUCHEN YOGHURT ENTERO ";"11"
"22056";"TARTALETA DE FRUTAS";"60"
"30465";"STRUDEL ALEMAN";"24"
"60612";"PIE RELLENO DE MARACUYA";"71"
"22126";"BRAZO DE REINA CHOCOLATE GRANILLO";"109"
"778433576";"PAN DE PASCUA TEJAFOOD";"39"
"22129";"PIE DE FRAMBUESA";"127"
"60532";"TORTA ZANAHORIA M";"15"
"65099";"KUCHEN FRUTOS DEL BOSQUE TEJA MARKET";"238"
"22248";"KUCHEN DE NUEZ";"105"
"30409";"QUEQUE ARTESANAL TEJA FOOD";"29"
"800007547";"SIX PACK LEMON STONES SANDÍA LATA 350 CC";"21"
"9981";"PERNIL DE CERDO AL HORNO";"15"
"90";"GALLETON AVENA ZANAHORIA ";"103"
"60614";"TARTA MANZANA MURTA";"42"
"16038";"PAN MOLDE INTEGRAL SEMILLAS";"495"
"916";"MIX DE TARTAS ";"41"
"30490";"POSTRE VASO MIX DE FRUTA 300 GRS APROX";"262"
"23017";"POLLO ASADO ENTERO KG";"1248.1999999999998"
"6995";"SANDWICH PITA SALMON AHUMADO";"297"
"6952";"SANDWICH MIGA AVE PIMIENTO";"162"
"7606";"CARNE MOLIDA NAC TEJA FOOD KG";"561.3650000000001"
"18";"TUTO LARGO DE POLLO KG AUTOSERV";"1"
"20";"CHULETA CENTRO KG AUTOSERV";"1.714"
"50087";"POLLO ASADO CON PAPAS FRITAS";"154"
"30387";"PASTA FLORA INDIVIDUAL";"182"
"87";"TARTALETA PASTA FLORA";"38"
"30563";"CHEESECAKE DE MURTA";"13"
"22240";"TORTA PANQUEQUE CHOC , MANJAR , NUEZ ";"21"
"30470";"KUCHEN SALUDABLE FRUTOS ROJOS";"4"
"22167";"TORTA SELVA VALDIVIANA";"43"
"30297";"TORTA PINO HUACHO ";"47"
"22241";"PASTEL FRAMBUESA IND";"8"
"30476";"BIENENSTICH (KUCHEN DE NUEZ RECETA ALEMANA)";"16"
"21214";"PIE DE FRAMBUESA IND.";"313"
"7770";"TORTA CELESTIAL ";"34"
"30443";"CHEESECAKE INDIVIDUAL";"195"
"117";"KUCHEN MIGA RELLENO";"86"
"22055";"TARTALETA DE FRUTA INDIVIDUAL";"132"
"22076";"TRUFA MANJAR";"1428"
"94158";"QUEQUE INGLES RECTANGULAR";"6"
"60605";"QUEQUE INGLES RED";"13"
"30301";"BROWNIE MANT MANI CHOC BLANCO";"92"
"89890";"BROWNIE MANJAR";"128"
"523";"PAN DOBLADITA ENVASADO 310GRAS APROX";"72"
"540";"PAN HAMBURGUESA  ENVASADO 430 GRS APROX";"319.256"
"345";"QUEQUE CHIPS DE CHOCOLATE 500 GRS APROX";"67"
"334";"QUEQUE NARANJA 500 GRS. APROX";"60"
"30716";"PAN CHILOTE TEJA MARKET";"515.923"
"7600";"CARNE TARTARO TEJA FOOD NAC KG";"590.4270000000001"
"935";"ESCALOPA POSTA NEGRA KG";"154.397"
"7607";"CARNE CUBO NAC TEJA FOOD (POSTA ROSADA)";"141.13500000000002"
"7759";"CARNE PARA HAMBURGUESA NAC";"108.76500000000003"
"7609";"CARNE BISTEC NACTEJA FOOD (ASIENTO)";"375.66799999999995"
"30455";"QUEQUE BROWNIE 600 GRS.";"98"
"95953";"BROWNIE FRAMBUESA CHOCOLATE";"87"
"551";"PIE DE MARACUYA IND.";"118"
"304";"QUEQUE PLATANO";"61"
"7610";"CARNE A LA JULIANA NAC TEJA FOOD";"135.077"
"60600";"QUEQUE DE FRAMBUESA";"56"
"8587";"ALBONDIGA TEJA FOOD (P. ROSADA)";"55.45499999999999"
"355";"OSOBUCO PIERNA VACUNO AUTOSS";"139.662"
"6999";"CARNE MOLIDA 10% GRASA";"1107.4709999999998"
"796";"LOMO DE CERDO EN MEDALLONES";"59.614999999999995"
"9984";"PAN FUGAZZA CEBOLLA";"173"
"9983";"PAN FUGAZZA TOSCANO";"104"
"30551";"CHOCLO X2";"10"
"2012";"CAFE MARLEY GRANDE";"203"
"2010";"CAFE MARLEY ESPRESSO";"19"
"2011";"CAFE MARLEY MEDIANO ";"359"
"800006848";"SIX PACK CERVEZA LATA LEMON ST BERRIES 350 CC";"43"
"80808";"POSTRE VASO DE FRUTILLAS CON YOGURT 250 GRS APROX";"199"
"71236";"POSTRE TRILOGÍA DE SÉMOLA CON LECHE 320 GRS APROX";"24"
"80813";"POSTRE VASO DE MELON 250 GRS APROX";"18"
"30690";"POSTRE VASO DE PIÑA 250 GRS APROX";"145"
"80816";"POSTRE VASO DE SANDIA 250 GRS PROX";"26"
"920";"PAN BAGUETTE INTEGRAL ";"135"
"335";"QUEQUE NUEZ 500 GRS APROX";"54"
"22051";"PIE DE LIMON INDIVIDUAL";"335"
"22112";"PASTEL  SELVA VALDIVIANA IND.";"73"
"22246";"PASTEL PINO HUACHO IND.";"42"
"800006090";"PACK X6 NECTAR ANDINA MULTI FRUTILLA 200CC";"6"
"800005959";"SIX PACK CERVEZA CORONA CERO 330 ML";"38"
"800005471";"PACK X4 CERV KUNSTMANN VALDIVIA 473 CC LATA";"910"
"8852";"QUESO ROBLE TZ";"108.756"
"800004898";"SIX PACK LEMON STONE MANGO LATA 350CC";"39"
"800004852";"PACK X4 CERVEZA KUNSTMANN TOROBAYO LATA 470CC";"1111"
"8802";"QUESO LAS PARCELAS TZ";"166.59"
"8812";"QUESO RIO CRUCES TZ";"301.07000000000005"
"16013";"PAN MOLDE BLANCO ";"134"
"800004391";"SIX PACK LEMON STONES MARACUYA LATA 350 CC";"58"
"800001219";"PACK X6 CERVEZA ROYAL LATA 470 CC";"62"
"800003289";"PACK X6 CERVEZA STELLA ARTOIS 473 CC";"85"
"800003202";"PACK 4 UNDS CERVEZA KROSS 5 ANOS 330 CC";"2"
"800003041";"PACK CERV. CUSQUENA LATA GOLD 473ML X6";"112"
"800003004";"PACK X6 CERV BUDWEISER 473CC LATA";"160"
"800002863";"PACK X 10 CHOCOLATE KINDER MAXI 21GR";"59"
"5464";"PACK X6 NECTAR ANDINA NARANJA 200CC";"11"
"5433";"PACK X6 NECTAR ANDINA DURAZNO 200CC";"4"
"5469";"PACK X6 NECTAR ANDINA PINA 200CC";"5"
"800002464";"PACK X6 NECTAR ANDINA MANZANA 200CC";"10"
"164";"PAN INTEGRAL pnd";"531.3660000000001"
"60568";"PAN PITA INTEGRAL";"716.7290000000005"
"800001072";"PACK X6 CERVEZA COORS LATA 470CC";"36"
"800001040";"PACK X6 CERVEZA HEINEKEN 470CC LATA";"86"
"914";"PAN COPIHUE FABR PROPIA";"850.312"
"922";"PAN BAGUETTE FABR PROPIA";"504"
"16037";"PAN PITA";"850.8819999999998"
"800000262";"PACK CORONA 330 ML X 6 UNDS";"115"
"700045";"CERVEZA COORS 1873 X 6 355CC";"18"
"40345";"PACK MISTRAL ICE DRY  4X275 CC";"6"
"778431916";"PACK X 4 CERVEZA KUNSTMANN 330CC MIEL ";"8"
"4952";"PACK 4 UNDS KROSS MAIBOCK 330CC";"18"
"778431988";"PACK CERVEZA KUNSTMANN IPA 330 CCX4";"3"
"778433253";"PACK X6 CERVEZA QUILMES LATA 473CC";"220"
"778433210";"PACK CERV KUNSTMANN S/FILT 330 ML X4";"5"
"778432547";"PACK CERVEZA HEINEKEN S/ALCOHOL 6X330CC";"69"
"40200";"PACK BOT ROYAL 6X330CC";"97"
"98754";"PACK 6 CRISTAL CERO RADLER 350CC";"63"
"5011179";"PACK KUNSTMANN S/ALCOHOL 4X330CC";"24"
"40207";"PACK CERVEZ KROSS STOUT 4X330ML";"6"
"5011012";"PACK CERVEZA CRISTAL CERO RADLER BOT 355CC";"38"
"4896";"PACK CERVEZA KUNSTMANN LAGER X 4 UNDS 330CC";"14"
"4955";"PACK 4 UND KROSS PILSNER 330CC";"3"
"4893";"PACK BOT CRISTAL CERO X 6 UNDS 355 ML";"36"
"4709";"PACK ESCUDO X 6 UNDS 470CC";"80"
"4775";"PACK X6 CERVEZA MILLER BOTELLIN 330CC";"6"
"4863";"CERVEZA KROSS GOLDEN 330 X4";"30"
"4803";"PACK CRISTAL CERO X 6 UNDS 350 CC";"54"
"4879";"PACK X 4 CERVEZA KUNSTMANN TOROBAYO ";"24"
"4103";"PACK CERVEZA CRISTAL LAGER LATA 6 X 470CC";"58"
"4880";"PACK CERVEZA KUNSTMANN BOCK X 4 UNDS";"6"
"4644";"SIX PACK LEMON STONES LATA 350 CC";"59"
